"31","A11EX","VITAMIN B-COMPLEX, OTHER COMBINATIONS","88:08.00","VITAMIN B COMPLEX","",""
"21168","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"21168","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"21989","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"21993","B01AB51","HEPARIN, COMBINATIONS","20:12.04.16","HEPARINS","",""
"23039","V07AC","BLOOD TRANSFUSION, AUXILIARY PRODUCTS","20:12.04.92","MISCELLANEOUS ANTICOAGULANTS","",""
"23494","B05BB02","ELECTROLYTES WITH CARBOHYDRATES","40:12.00","REPLACEMENT PREPARATIONS","",""
"23672","N02BA71","ACETYLSALICYLIC ACID, COMB WITH PSYCHOLEPTICS","28:08.04.24","SALICYLATES","",""
"25672","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"25675","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"25828","R02AD03","COCAINE","52:16.00","LOCAL ANESTHETICS","",""
"25897","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"25897","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS","",""
"25898","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"25898","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"26438","A06AA02","DOCUSATE SODIUM","56:12.00","CATHARTICS AND LAXATIVES","",""
"26144","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"26149","R05DA09","DEXTROMETHORPHAN","48:08.00","ANTITUSSIVES","",""
"26396","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"26396","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"26397","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"26397","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"26833","A02AF02","ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS","56:04.00","ANTACIDS AND ADSORBENTS","",""
"27606","M03AB01","SUXAMETHONIUM","12:20.20","NEUROMUSCULAR BLOCKING AGENTS","",""
"27461","R05CA03","GUAIFENESIN","48:16.00","EXPECTORANTS","",""
"27462","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"27463","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"27724","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"27725","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"31467","S01AA17","ERYTHROMYCIN","52:04.04","ANTIBACTERIALS","",""
"31502","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"31506","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"31530","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"31530","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"33120","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"33120","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS","",""
"33272","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"33430","R01AA05","OXYMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"33448","A07BB","BISMUTH PREPARATIONS","56:04.00","ANTACIDS AND ADSORBENTS","",""
"33448","A07BB","BISMUTH PREPARATIONS","56:08.00","ANTIDIARRHEA AGENTS","",""
"33483","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"36799","C05AA01","HYDROCORTISONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"36824","R06AA02","DIPHENHYDRAMINE","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"37090","S01JA51","FLUORESCEIN, COMBINATIONS","52:16.00","LOCAL ANESTHETICS","",""
"37090","S01JA51","FLUORESCEIN, COMBINATIONS","36:58.00","OCULAR DISORDERS","",""
"37335","C05AA01","HYDROCORTISONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"37349","V01AA03","HOUSE DUST MITES","92:05.00*","ALLERGENIC EXTRACTS","",""
"37350","V01AA03","HOUSE DUST MITES","92:05.00*","ALLERGENIC EXTRACTS","",""
"37352","V01AA03","HOUSE DUST MITES","92:05.00*","ALLERGENIC EXTRACTS","",""
"37353","V01AA03","HOUSE DUST MITES","92:05.00*","ALLERGENIC EXTRACTS","",""
"37354","V01AA03","HOUSE DUST MITES","92:05.00*","ALLERGENIC EXTRACTS","",""
"37362","V04CJ02","PROTIRELIN","36:60.00","THYROID FUNCTION","",""
"37385","D06AX30","COMBINATIONS OF ANTIBIOTICS","84:04.04","ANTIBIOTICS","",""
"37386","S01AA07","FRAMYCETIN","52:04.04","ANTIBACTERIALS","",""
"37387","S01AA07","FRAMYCETIN","52:04.04","ANTIBACTERIALS","",""
"37436","V01AA07","INSECTS","92:05.00*","ALLERGENIC EXTRACTS","",""
"37438","V01AA07","INSECTS","92:05.00*","ALLERGENIC EXTRACTS","",""
"37440","V01AA07","INSECTS","92:05.00*","ALLERGENIC EXTRACTS","",""
"37442","V01AA07","INSECTS","92:05.00*","ALLERGENIC EXTRACTS","",""
"37444","V01AA07","INSECTS","92:05.00*","ALLERGENIC EXTRACTS","",""
"37445","V01AA07","INSECTS","92:05.00*","ALLERGENIC EXTRACTS","",""
"37625","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"41796","R02AA12","HEXYLRESORCINOL","52:04.92","MISCELLANEOUS ANTI-INFECTIVES","",""
"41955","D11AX11","HYDROQUINONE","84:50.04","DEPIGMENTING AGENTS","",""
"41956","D11AX11","HYDROQUINONE","84:50.04","DEPIGMENTING AGENTS","",""
"41957","D11AX11","HYDROQUINONE","84:50.04","DEPIGMENTING AGENTS","",""
"42042","D05AA","TARS","84:32.00","KERATOPLASTIC AGENTS","",""
"42043","D05AA","TARS","84:32.00","KERATOPLASTIC AGENTS","",""
"42099","D05AA","TARS","84:32.00","KERATOPLASTIC AGENTS","",""
"42186","M02AX10","VARIOUS","84:24.04","BASIC LOTIONS AND LINIMENTS","",""
"42497","R01AA05","OXYMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"42528","D01AE18","TOLNAFTATE","84:04.08.40","THIOCARBAMATES","",""
"42609","D05AA","TARS","84:32.00","KERATOPLASTIC AGENTS","",""
"42610","D05AA","TARS","84:32.00","KERATOPLASTIC AGENTS","",""
"42870","A02BA04","NIZATIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS","",""
"42886","B02AB01","APROTININ","20:28.16","HEMOSTATICS","",""
"42927","B05AA01","ALBUMIN","16:00.00","BLOOD DERIVATIVES","",""
"42930","B01AB02","ANTITHROMBIN","20:12.04.12","DIRECT THROMBIN INHIBITORS","",""
"43367","N06AA10","NORTRIPTYLINE","28:16.04.28","TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS","",""
"43368","N06AA10","NORTRIPTYLINE","28:16.04.28","TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS","",""
"43384","B05AA01","ALBUMIN","16:00.00","BLOOD DERIVATIVES","",""
"43427","V08AB07","IOVERSOL","36:68.00","ROENTGENOGRAPHY","",""
"43440","C10AB05","FENOFIBRATE","24:06.06","FRIBIC ACID DERIVATIVES","",""
"43481","R01AD01","BECLOMETHASONE","52:08.08","CORTICOSTEROIDS","",""
"43482","D11AX01","MINOXIDIL, TOPICAL","84:92.00","MISC. SKIN AND MUCOUS MEMBRANE AGENTS","",""
"43485","A07DA03","LOPERAMIDE","56:08.00","ANTIDIARRHEA AGENTS","",""
"43599","V08AB07","IOVERSOL","36:68.00","ROENTGENOGRAPHY","",""
"43651","V07AB","SOLVENTS AND DILUTING AGENTS,INCL IRRIGAT SOLUT","40:36.00","IRRIGATING SOLUTIONS","",""
"44225","N06AA10","NORTRIPTYLINE","28:16.04.28","TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS","",""
"27931","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"29506","A07BA01","MEDICINAL CHARCOAL","56:04.00","ANTACIDS AND ADSORBENTS","",""
"30739","A07AA02","NYSTATIN","08:14.28","POLYENES","",""
"30826","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"30826","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:16.00","EXPECTORANTS","",""
"34463","D04AB01","LIDOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"34825","R06AA02","DIPHENHYDRAMINE","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"34945","C05AA01","HYDROCORTISONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"36232","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"37952","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"38054","P01BC01","QUININE","08:30.08","ANTIMALARIALS","",""
"40419","R06AA02","DIPHENHYDRAMINE","56:22.08","ANTIHISTAMINES","",""
"41734","R06AB04","CHLORPHENIRAMINE","04:04.20","PROPYLAMINE DERIVATIVES","",""
"41753","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"41753","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS","",""
"43080","J01DD02","CEFTAZIDIME","08:12.06.12","THIRD GENERATION CEPHALOSPORINS","",""
"43081","J01DD02","CEFTAZIDIME","08:12.06.12","THIRD GENERATION CEPHALOSPORINS","",""
"43082","J01DD02","CEFTAZIDIME","08:12.06.12","THIRD GENERATION CEPHALOSPORINS","",""
"43086","J01DC02","CEFUROXIME","08:12.06.08","SECOND GENERATION CEPHALOSPORINS","",""
"43087","J01DC02","CEFUROXIME","08:12.06.08","SECOND GENERATION CEPHALOSPORINS","",""
"43194","R03AC02","SALBUTAMOL","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"43219","V01AA11","ANIMALS","92:05.00*","ALLERGENIC EXTRACTS","",""
"43718","S01ED01","TIMOLOL","52:40.08","BETA-ADRENERGIC AGENTS","",""
"43719","S01ED01","TIMOLOL","52:40.08","BETA-ADRENERGIC AGENTS","",""
"43769","R03CC02","SALBUTAMOL","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"44216","M01AE02","NAPROXEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"44218","N06AB03","FLUOXETINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"44226","N06AA10","NORTRIPTYLINE","28:16.04.28","TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS","",""
"44227","A02BA04","NIZATIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS","",""
"44228","A02BA04","NIZATIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS","",""
"44263","L01BA01","METHOTREXATE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"47112","M01AE01","IBUPROFEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"47123","M01AE01","IBUPROFEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"47421","A10BA02","METFORMIN","68:20.04","BIGUANIDES","",""
"47426","J01MA02","CIPROFLOXACIN","08:12.18","QUINOLONES","",""
"47427","J01MA02","CIPROFLOXACIN","08:12.18","QUINOLONES","",""
"47450","H02AB08","TRIAMCINOLONE","68:04.00","ADRENALS","",""
"47461","H02AB08","TRIAMCINOLONE","68:04.00","ADRENALS","",""
"47493","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.","52:13.00*","ARTIFICIAL TEARS","",""
"47571","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"47718","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"47738","R02AD04","DYCLONINE","52:16.00","LOCAL ANESTHETICS","",""
"47910","M03BC01","ORPHENADRINE (CITRATE)","12:20.92","MISCELLANEOUS SKELETAL MUSCLE RELAXANTS","",""
"48143","N05CC01","CHLORAL HYDRATE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"48362","N02CX01","PIZOTIFEN","28:32.92","ANTIMIGRAINE AGENTS, MISCELLANEOUS","",""
"48636","L02BB01","FLUTAMIDE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"48859","C10AB04","GEMFIBROZIL","24:06.06","FRIBIC ACID DERIVATIVES","",""
"48900","N06AX02","TRYPTOPHAN","28:16.04.92","MISCELLANEOUS ANTIDEPRESSANTS","",""
"48901","C09AA01","CAPTOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"48902","C09AA01","CAPTOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"48903","C09AA01","CAPTOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"48904","C09AA01","CAPTOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"48981","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"49164","N03AE01","CLONAZEPAM","28:12.08","BENZODIAZEPINES","",""
"49166","N03AE01","CLONAZEPAM","28:12.08","BENZODIAZEPINES","",""
"49167","N03AE01","CLONAZEPAM","28:12.08","BENZODIAZEPINES","",""
"49335","A03FA01","METOCLOPRAMIDE","56:32.00","PROKINETIC AGENTS","",""
"49561","A02BA02","RANITIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS","",""
"49586","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"49613","M01AE01","IBUPROFEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"49816","J01GB01","TOBRAMYCIN","08:12.02","AMINOGLYCOSIDES","",""
"49876","J06BA01","IMMUNOGLOBULINS, NORMAL HUMAN, FOR EXTRAVASC. ADM","80:04.00","SERUMS","",""
"49965","N05AD01","HALOPERIDOL","28:16.08.08","BUTYROPHENONES","",""
"49967","N05AD01","HALOPERIDOL","28:16.08.08","BUTYROPHENONES","",""
"50072","G04CA03","TERAZOSIN","24:20.00","ALPHA-ADRENERGIC BLOCKING AGENTS","",""
"50097","M01AE11","TIAPROFENIC ACID","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"50098","M01AE11","TIAPROFENIC ACID","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"50133","V01AA07","INSECTS","92:05.00*","ALLERGENIC EXTRACTS","",""
"50134","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"50135","V01AA07","INSECTS","92:05.00*","ALLERGENIC EXTRACTS","",""
"50137","V01AA07","INSECTS","92:05.00*","ALLERGENIC EXTRACTS","",""
"50138","V01AA07","INSECTS","92:05.00*","ALLERGENIC EXTRACTS","",""
"50154","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.","52:12.00","CONTACT LENS SOLUTIONS","",""
"50155","J01CA04","AMOXICILLIN","08:12.16.08","AMINOPENICILLINS","",""
"50212","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"50219","N05BE01","BUSPIRONE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"50224","J07CA02","DIPHTHERIA-PERTUSSIS-POLIOMYELITIS-TETANUS","80:12.00","VACCINES","",""
"50311","N03AG01","VALPROIC ACID","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"50312","N03AG01","VALPROIC ACID","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"50342","M01AE11","TIAPROFENIC ACID","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"50373","G04BD04","OXYBUTYNIN","86:12.04","Antimuscarinics","",""
"50426","A02BA03","FAMOTIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS","",""
"50429","C07AB02","METOPROLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"50450","J01FA10","AZITHROMYCIN","08:12.12.92","OTHER MACROLIDES","",""
"50507","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"50515","M01AG01","MEFENAMIC ACID","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"50516","N05BB01","HYDROXYZINE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"50583","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"50651","J07CA06","DIPHT-HEMOPH INFLUEN B-PERTUSS-POLIO-TETANUS","80:12.00","VACCINES","",""
"50704","R01AC01","CROMOGLICIC ACID","48:10.32","MAST-CELL STABILIZERS","",""
"50719","R05DA09","DEXTROMETHORPHAN","48:08.00","ANTITUSSIVES","",""
"50747","R03BC01","CROMOGLICIC ACID","48:10.32","MAST-CELL STABILIZERS","",""
"50819","R03AC02","SALBUTAMOL","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"50824","R03BB01","IPRATROPIUM BROMIDE","12:08.08","ANTIMUSCARINICS ANTISPASMODICS","",""
"50843","M01AB05","DICLOFENAC","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"50882","C07AA03","PINDOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"50946","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"50993","L01XX19","IRINOTECAN","10:00.00","ANTINEOPLASTIC AGENTS","",""
"51037","M01AB05","DICLOFENAC","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"51039","M01AB05","DICLOFENAC","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"51040","M01AB05","DICLOFENAC","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"51054","R03AC02","SALBUTAMOL","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"51080","G02CB01","BROMOCRIPTINE","28:36.20.04","ERGOT-DERIVATIVE DOPAMINE RECEPTOR AGONISTS","",""
"51347","H02AB04","METHYLPREDNISOLONE","68:04.00","ADRENALS","",""
"51889","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"51892","R01AA07","XYLOMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"51894","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"52040","N05BE01","BUSPIRONE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"59718","C08CA05","NIFEDIPINE","24:28.08","DIHYDROPYRIDINES","",""
"59719","C08CA05","NIFEDIPINE","24:28.08","DIHYDROPYRIDINES","",""
"60158","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"60242","G02CB01","BROMOCRIPTINE","28:36.20.04","ERGOT-DERIVATIVE DOPAMINE RECEPTOR AGONISTS","",""
"60302","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"60432","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"60445","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"60446","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"60452","J01DB04","CEFAZOLIN","08:12.06.04","FIRST GENERATION CEPHALOSPORINS","",""
"60456","J01DB04","CEFAZOLIN","08:12.06.04","FIRST GENERATION CEPHALOSPORINS","",""
"60506","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"60760","R05DA09","DEXTROMETHORPHAN","48:08.00","ANTITUSSIVES","",""
"60810","G04CA03","TERAZOSIN","24:20.00","ALPHA-ADRENERGIC BLOCKING AGENTS","",""
"60813","G04CA03","TERAZOSIN","24:20.00","ALPHA-ADRENERGIC BLOCKING AGENTS","",""
"60917","N02AA59","CODEINE, COMBINATIONS EXCL. PSYCHOLEPTICS","28:08.08","OPIATE AGONISTS","",""
"60917","N02AA59","CODEINE, COMBINATIONS EXCL. PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"60956","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"60994","N05AH01","LOXAPINE","28:16.08.92","MISCELLANEOUS ANTIPSYCHOTICS","",""
"60995","N05AH01","LOXAPINE","28:16.08.92","MISCELLANEOUS ANTIPSYCHOTICS","",""
"60996","N05AH01","LOXAPINE","28:16.08.92","MISCELLANEOUS ANTIPSYCHOTICS","",""
"60997","N05AH01","LOXAPINE","28:16.08.92","MISCELLANEOUS ANTIPSYCHOTICS","",""
"61132","S01JA51","FLUORESCEIN, COMBINATIONS","52:16.00","LOCAL ANESTHETICS","",""
"61132","S01JA51","FLUORESCEIN, COMBINATIONS","36:58.00","OCULAR DISORDERS","",""
"61145","R06AA02","DIPHENHYDRAMINE","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"61177","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"61178","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"61185","M01AG01","MEFENAMIC ACID","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"61270","N03AF01","CARBAMAZEPINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"61271","N03AF01","CARBAMAZEPINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"61358","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"61410","C05AA01","HYDROCORTISONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"61410","C05AA01","HYDROCORTISONE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"61431","C07AA03","PINDOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"61475","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"61485","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"61602","A02BX02","SUCRALFATE","56:28.32","PROTECTANTS","",""
"61615","N03AF01","CARBAMAZEPINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"61616","N03AF01","CARBAMAZEPINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"61717","A03FA03","DOMPERIDONE","56:32.00","PROKINETIC AGENTS","",""
"61789","M02AX10","VARIOUS","84:24.04","BASIC LOTIONS AND LINIMENTS","",""
"61892","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"61893","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"61901","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"61906","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"61910","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"61914","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"61919","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"61923","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"62046","J05AE04","NELFINAVIR","08:18.08.08","HIV PROTEASE INHIBITORS","",""
"62062","C07AA07","SOTALOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"62063","C07AA07","SOTALOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"62064","G02CB01","BROMOCRIPTINE","28:36.20.04","ERGOT-DERIVATIVE DOPAMINE RECEPTOR AGONISTS","",""
"62065","G02CB01","BROMOCRIPTINE","28:36.20.04","ERGOT-DERIVATIVE DOPAMINE RECEPTOR AGONISTS","",""
"62074","N02AJ07","CODEINE AND ACETYLSALICYLIC ACID","28:08.08","OPIATE AGONISTS","",""
"62206","S01ED01","TIMOLOL","52:40.08","BETA-ADRENERGIC AGENTS","",""
"62207","S01ED01","TIMOLOL","52:40.08","BETA-ADRENERGIC AGENTS","",""
"62254","N03AG01","VALPROIC ACID","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"62482","R06AA02","DIPHENHYDRAMINE","04:04.04","ETHANOLAMINE DERIVATIVES","",""
