"9","H03BB02","THIAMAZOLE","68:36.08","ANTITHYROID AGENTS","",""
"68362","J01DC02","CEFUROXIME","08:12.06.08","SECOND GENERATION CEPHALOSPORINS","",""
"68363","J01DC02","CEFUROXIME","08:12.06.08","SECOND GENERATION CEPHALOSPORINS","",""
"68372","N03AF01","CARBAMAZEPINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"68373","N03AF01","CARBAMAZEPINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"68438","D04AB01","LIDOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"68448","B01AC07","DIPYRIDAMOLE","24:12.92","MISCELLANEOUS VASODILATATING AGENTS","",""
"68470","N04BA02","LEVODOPA AND DECARBOXYLASE INHIBITOR","28:36.16","DOPAMINE PRECURSORS","",""
"68471","N04BA02","LEVODOPA AND DECARBOXYLASE INHIBITOR","28:36.16","DOPAMINE PRECURSORS","",""
"68472","N04BA02","LEVODOPA AND DECARBOXYLASE INHIBITOR","28:36.16","DOPAMINE PRECURSORS","",""
"68490","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"68491","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"68492","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"68498","A02BC05","ESOMEPRAZOLE","56:28.36","PROTON-PUMP INHIBITORS","",""
"68499","A02BC05","ESOMEPRAZOLE","56:28.36","PROTON-PUMP INHIBITORS","",""
"68513","D04AB01","LIDOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"68533","M05BA03","PAMIDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"68534","M05BA03","PAMIDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"68535","M05BA03","PAMIDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"68558","M02AC","PREPARATIONS WITH SALICYLIC ACID DERIVATIVES","28:08.04.24","SALICYLATES","",""
"68562","M01AE01","IBUPROFEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"68599","G04BD07","TOLTERODINE","86:12.04","Antimuscarinics","",""
"68600","G04BD07","TOLTERODINE","86:12.04","Antimuscarinics","",""
"68601","L01DB07","MITOXANTRONE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"68609","C01CE02","MILRINONE","24:04.08","CARDIOTONIC AGENTS","",""
"68625","N05BA09","CLOBAZAM","28:12.08","BENZODIAZEPINES","",""
"68628","J01FA09","CLARITHROMYCIN","08:12.12.92","OTHER MACROLIDES","",""
"68637","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.","52:13.00*","ARTIFICIAL TEARS","",""
"68650","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"68650","R05DA20","COMBINATIONS","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"68661","N03AF02","OXCARBAZEPINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"68668","N02BG04","FLOCTAFENINE","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"68669","N02BG04","FLOCTAFENINE","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"68715","G03DA02","MEDROXYPROGESTERONE","68:32.00","PROGESTINS","",""
"68716","G03DA02","MEDROXYPROGESTERONE","68:32.00","PROGESTINS","",""
"68717","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"68767","D01AE18","TOLNAFTATE","84:04.08.40","THIOCARBAMATES","",""
"68771","C09CA03","VALSARTAN","24:32.08","ANGIOTENSIN II RECEPTOR ANTAGONISTS","",""
"68772","C09CA03","VALSARTAN","24:32.08","ANGIOTENSIN II RECEPTOR ANTAGONISTS","",""
"68780","N02AA01","MORPHINE","28:08.08","OPIATE AGONISTS","",""
"68781","N02AA01","MORPHINE","28:08.08","OPIATE AGONISTS","",""
"68782","N02AA01","MORPHINE","28:08.08","OPIATE AGONISTS","",""
"68787","N02AA03","HYDROMORPHONE","28:08.08","OPIATE AGONISTS","",""
"68816","B01AD11","TENECTEPLASE","20:12.20","THROMBOLYTIC AGENTS","",""
"68828","N06AB06","SERTRALINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"68829","N06AB06","SERTRALINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"68830","N06AB06","SERTRALINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"68839","J01XB01","COLISTIN","08:12.28.28","POLYMYXINS","",""
"68844","C01CE02","MILRINONE","24:04.08","CARDIOTONIC AGENTS","",""
"68850","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"68862","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"68893","L04AX01","AZATHIOPRINE","92:44.00","IMMUNOSUPPRESSIVE AGENTS","",""
"68929","V03AF01","MESNA","92:56.00","PROTECTIVE AGENTS","",""
"68933","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"68945","M01AB15","KETOROLAC","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"68979","C02KX01","BOSENTAN","48:48.00","VASODILATING AGENTS","",""
"68980","C02KX01","BOSENTAN","48:48.00","VASODILATING AGENTS","",""
"68992","B01AC06","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"69017","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"69017","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"69061","J07AH07","MENINGOCOCCUS C, PURIFIED POLYSACCHARIDES ANTIGEN CONJUGATED","80:12.00","VACCINES","",""
"69062","A02BC01","OMEPRAZOLE","56:28.36","PROTON-PUMP INHIBITORS","",""
"69064","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69079","R01BA53","PHENYLEPHRINE, COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"69079","R01BA53","PHENYLEPHRINE, COMBINATIONS","12:12.04","ALPHA-ADRENERGIC AGONISTS","",""
"69080","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"69080","R05DA20","COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"69081","N05CF01","ZOPICLONE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"69083","A06AA02","DOCUSATE SODIUM","56:12.00","CATHARTICS AND LAXATIVES","",""
"69105","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69136","R03AK06","SALMETEROL AND FLUTICASONE","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"69136","R03AK06","SALMETEROL AND FLUTICASONE","48:10.08.08","ORALLY INHALED PREPARATIONS","",""
"69136","R03AK06","SALMETEROL AND FLUTICASONE","48:12.04.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"69137","R03AK06","SALMETEROL AND FLUTICASONE","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"69170","N06AB06","SERTRALINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"69172","N06AB06","SERTRALINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"69174","N06AB06","SERTRALINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"69200","A07DA53","LOPERAMIDE, COMBINATIONS","56:08.00","ANTIDIARRHEA AGENTS","",""
"69223","N03AX09","LAMOTRIGINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"69224","N03AX09","LAMOTRIGINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"69225","N03AX09","LAMOTRIGINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"69226","N04BA02","LEVODOPA AND DECARBOXYLASE INHIBITOR","28:36.16","DOPAMINE PRECURSORS","",""
"69229","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C","",""
"69230","A11HA02","PYRIDOXINE (VIT B6)","88:08.00","VITAMIN B COMPLEX","",""
"69247","J01FF01","CLINDAMYCIN","08:12.28.20","LINCOMYCINS","",""
"69248","J01FF01","CLINDAMYCIN","08:12.28.20","LINCOMYCINS","",""
"69257","N06DA03","RIVASTIGMINE","12:04.00","PARASYMPATHOMEMETIC (CHOLINERGIC) AGENTS","",""
"69269","A10BB09","GLICLAZIDE","68:20.20","SULFONYLUREAS","",""
"69270","C03BA11","INDAPAMIDE","40:28.24","THIAZIDE-LIKE DIURETICS","",""
"69271","C01BD01","AMIODARONE","24:04.04.20","CLASS III ANTIARRYTHMICS","",""
"69316","J02AC01","FLUCONAZOLE","08:14.08","AZOLES","",""
"69317","J02AC01","FLUCONAZOLE","08:14.08","AZOLES","",""
"69344","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"69356","M05BA04","ALENDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"69384","G03BA03","TESTOSTERONE","68:08.00","ANDROGENS","",""
"69385","G03BA03","TESTOSTERONE","68:08.00","ANDROGENS","",""
"69394","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"69406","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","56:04.00","ANTACIDS AND ADSORBENTS","",""
"69406","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES","",""
"69419","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69420","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"69428","R03AK07","FORMOTEROL AND BUDESONIDE","68:04.00","ADRENALS","",""
"69428","R03AK07","FORMOTEROL AND BUDESONIDE","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"69429","R03AK07","FORMOTEROL AND BUDESONIDE","68:04.00","ADRENALS","",""
"69429","R03AK07","FORMOTEROL AND BUDESONIDE","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"69441","A10AB05","INSULIN ASPART","68:20.08","INSULINS","",""
"69468","R06AA02","DIPHENHYDRAMINE","56:22.08","ANTIHISTAMINES","",""
"69484","N05AG02","PIMOZIDE","28:16.08.92","MISCELLANEOUS ANTIPSYCHOTICS","",""
"69485","N05AG02","PIMOZIDE","28:16.08.92","MISCELLANEOUS ANTIPSYCHOTICS","",""
"69524","R07AA02","NATURAL PHOSPHOLIPIDS","48:36.00","PULMONARY SURFACTANTS","",""
"69527","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"69597","A03AX13","SILICONES","56:10.00","ANTIFLATULENTS","",""
"69609","D07AD01","CLOBETASOL","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"69610","D07AD01","CLOBETASOL","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"69611","D07AD01","CLOBETASOL","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"69618","B01AX05","FONDAPARINUX","20:12.04.92","MISCELLANEOUS ANTICOAGULANTS","",""
"69619","H02AB06","PREDNISOLONE","68:04.00","ADRENALS","",""
"69637","G01AF04","MICONAZOLE","84:04.08.08","AZOLES","",""
"69657","G04CA01","ALFUZOSIN","12:16.04.12","Selective Alfa-1-Adrenergic Blocking Agents","",""
"69659","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69667","J01XX10","BACITRACIN","84:04.04","ANTIBIOTICS","",""
"69667","J01XX10","BACITRACIN","08:12.28.08","BACITRACINS","",""
"69670","R01AA05","OXYMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"69673","R01AA05","OXYMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"69676","R01AA05","OXYMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"69689","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"69689","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"69699","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69718","B01AA03","WARFARIN","20:12.04.08","COUMARIN DERIVATIVES","",""
"69719","L03AX13","GLATIRAMER ACETATE","92:20.00","Immunomodulatory Agents","",""
"69723","J01CR02","AMOXICILLIN AND BETA-LACTAMASE INHIBITOR","08:12.16.08","AMINOPENICILLINS","",""
"69733","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69735","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69736","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69738","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"69738","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"69741","H01CC01","GANIRELIX","92:40.00","GONADOTROPIN-RELEASING HORMONE ANTAGONISTS","",""
"69743","J02AC01","FLUCONAZOLE","08:14.08","AZOLES","",""
"69744","J02AC01","FLUCONAZOLE","08:14.08","AZOLES","",""
"69761","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.","52:12.00","CONTACT LENS SOLUTIONS","",""
"69762","D01AC08","KETOCONAZOLE","84:04.08.08","AZOLES","",""
"69763","A03AA05","TRIMEBUTINE","12:08.08","ANTIMUSCARINICS ANTISPASMODICS","",""
"69763","A03AA05","TRIMEBUTINE","56:32.00","PROKINETIC AGENTS","",""
"69764","A03AA05","TRIMEBUTINE","12:08.08","ANTIMUSCARINICS ANTISPASMODICS","",""
"69764","A03AA05","TRIMEBUTINE","56:32.00","PROKINETIC AGENTS","",""
"69768","R06AX02","CYPROHEPTADINE","04:04.92","MISCELLANEOUS DERIVATIVES","",""
"69769","R03AC02","SALBUTAMOL","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"69776","G03CA03","ESTRADIOL","68:16.04","ESTROGENS","",""
"69777","D06BB11","DOCOSANOL","84:04.06","ANTIVIRALS","",""
"69789","D07XC01","BETAMETHASONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"69789","D07XC01","BETAMETHASONE","84:28.00","KERATOLYTIC AGENTS","",""
"69790","A10AE04","INSULIN GLARGINE","68:20.08","INSULINS","",""
"69797","C01BD01","AMIODARONE","24:04.04.20","CLASS III ANTIARRYTHMICS","",""
"69814","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"69848","D08AC02","CHLORHEXIDINE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"69856","N06AB06","SERTRALINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"69857","N06AB06","SERTRALINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"69858","N06AB06","SERTRALINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"69880","D11AX12","PYRITHIONE ZINC","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"69890","J05AB14","VALGANCICLOVIR","08:18.32","NUCLEOSIDES AND NUCLEOTIDES","",""
"69931","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69937","S01BC05","KETOROLAC","52:08.20","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","",""
"69944","M05BA02","CLODRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"69957","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69970","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"69976","B01AD02","ALTEPLASE","20:12.20","THROMBOLYTIC AGENTS","",""
"69984","R06AA02","DIPHENHYDRAMINE","56:22.08","ANTIHISTAMINES","",""
"69988","D02AA","SILICONE PRODUCTS","84:24.12","BASIC OINTMENTS AND PROTECTANTS","",""
"69999","S01EC05","METHAZOLAMIDE","52:40.12","CARBONIC ANHYDRASE INHIBITORS","",""
"70011","A05AA02","URSODEOXYCHOLIC ACID","56:14.00","CHOLELITHOLYTIC AGENTS","",""
"70015","G03HA01","CYPROTERONE","92:92.00","OTHER MISCELLANEOUS THERAPEUTIC AGENTS","",""
"70033","L04AC03","ANAKINRA","92:36.00","DISEASE-MODIFYING ANTIRHEUMATIC AGENTS","",""
"70034","C07AG02","CARVEDILOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"70035","C07AG02","CARVEDILOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"70036","C07AG02","CARVEDILOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"70037","C07AG02","CARVEDILOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"70038","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"70039","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"70041","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"70059","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70063","D04AB01","LIDOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"70070","A06AA02","DOCUSATE SODIUM","56:12.00","CATHARTICS AND LAXATIVES","",""
"70072","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"70098","G03BA03","TESTOSTERONE","68:08.00","ANDROGENS","",""
"70103","J07BC01","HEPATITIS B, PURIFIED ANTIGEN","80:12.00","VACCINES","",""
"70113","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS","",""
"70136","C07AB02","METOPROLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"70138","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70142","V04CJ01","THYROTROPHIN","36:60.00","THYROID FUNCTION","",""
"70149","R01AA07","XYLOMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"70165","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70166","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70167","A06AA02","DOCUSATE SODIUM","56:12.00","CATHARTICS AND LAXATIVES","",""
"70170","A06AB02","BISACODYL","56:12.00","CATHARTICS AND LAXATIVES","",""
"70176","J05AG03","EFAVIRENZ","08:18.08.16","NONNUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITORS","",""
"70187","N06AB04","CITALOPRAM","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"70188","N06AB04","CITALOPRAM","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"70191","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"70216","J07BK01","VARICELLA, LIVE ATTENUATED","80:12.00","VACCINES","",""
"70217","N07CA03","FLUNARIZINE","04:04.16","PIPERAZINE DERIVATIVES","",""
"70217","N07CA03","FLUNARIZINE","28:32.92","ANTIMIGRAINE AGENTS, MISCELLANEOUS","",""
"70219","R01AX03","IPRATROPIUM BROMIDE","12:08.08","ANTIMUSCARINICS ANTISPASMODICS","",""
"70224","D11AX12","PYRITHIONE ZINC","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"70264","D08AE02","METACRESOLSULPHONIC ACID-FORMALDEHYDE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"70274","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70300","D04AB07","PRAMOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"70312","R01BA52","PSEUDOEPHEDRINE, COMBINATIONS","04:08.00","SECOND GENERATION ANTIHISTAMINES","",""
"70312","R01BA52","PSEUDOEPHEDRINE, COMBINATIONS","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS","",""
"70344","C01BD01","AMIODARONE","24:04.04.20","CLASS III ANTIARRYTHMICS","",""
"70365","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70368","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70384","L01BB05","FLUDARABINE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"70469","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70470","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"70477","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"70478","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"70479","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"70480","N05CF01","ZOPICLONE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"70493","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70506","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70531","B02AA02","TRANEXAMIC ACID","20:28.16","HEMOSTATICS","",""
"70535","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70546","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70547","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70549","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70553","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70567","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.","52:13.00*","ARTIFICIAL TEARS","",""
"70575","M01AE01","IBUPROFEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"70586","J01MA14","MOXIFLOXACIN","08:12.18","QUINOLONES","",""
"70599","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70601","D08AJ01","BENZALKONIUM","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"70667","V04CX","OTHER DIAGNOSTIC AGENTS","36:89.00*","OTHER DIAGNOSTICS","",""
"70668","V04CX","OTHER DIAGNOSTIC AGENTS","36:89.00*","OTHER DIAGNOSTICS","",""
"70715","B01AE06","BIVALIRUDIN","20:12.04.12","DIRECT THROMBIN INHIBITORS","",""
"70717","N05CF01","ZOPICLONE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"70735","B01AC21","TREPROSTINIL","48:48.00","VASODILATING AGENTS","",""
"70736","B01AC21","TREPROSTINIL","48:48.00","VASODILATING AGENTS","",""
"70737","B01AC21","TREPROSTINIL","48:48.00","VASODILATING AGENTS","",""
"70738","B01AC21","TREPROSTINIL","48:48.00","VASODILATING AGENTS","",""
"70742","J05AB11","VALACICLOVIR","08:18.32","NUCLEOSIDES AND NUCLEOTIDES","",""
"70751","C09BA04","PERINDOPRIL AND DIURETICS","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"70751","C09BA04","PERINDOPRIL AND DIURETICS","40:28.24","THIAZIDE-LIKE DIURETICS","",""
"70752","C09BA04","PERINDOPRIL AND DIURETICS","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"70752","C09BA04","PERINDOPRIL AND DIURETICS","40:28.24","THIAZIDE-LIKE DIURETICS","",""
"70765","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70767","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70768","C07AB03","ATENOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"70784","M05BA03","PAMIDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"70785","M05BA03","PAMIDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"70786","M05BA03","PAMIDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"70790","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"70790","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"70807","S01ED51","TIMOLOL, COMBINATIONS","52:40.08","BETA-ADRENERGIC AGENTS","",""
"70807","S01ED51","TIMOLOL, COMBINATIONS","52:40.28","PROSTAGLANDIN ANALOGS","",""
"70814","C09AA04","PERINDOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"70836","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"70886","P01BA02","HYDROXYCHLOROQUINE","08:30.08","ANTIMALARIALS","",""
"70888","D06AX30","COMBINATIONS OF ANTIBIOTICS","84:04.04","ANTIBIOTICS","",""
"70894","M01AE02","NAPROXEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"70895","M01AE02","NAPROXEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
